not_bio_related	name	summary	url
 	bioconductor-viper	Inference of protein activity from gene expression data, including the VIPER and msVIPER algorithms	http://bioconductor.org/packages/3.5/bioc/html/viper.html
 	bioconductor-vsn	Data analysis, linear models and differential expression for microarray data.	http://www.bioconductor.org/packages/release/bioc/html/vsn.html
 	bioconductor-weaver	This package provides enhancements on the Sweave() function in the base package.  In particular a facility for caching code chunk results is included.	http://bioconductor.org/packages/3.5/bioc/html/weaver.html
 	bioconductor-xbseq	We developed a novel algorithm, XBSeq, where a statistical model was established based on the assumption that observed signals are the convolution of true expression signals and sequencing noises. The mapped reads in non-exonic regions are considered as sequencing noises, which follows a Poisson distribution. Given measureable observed and noise signals from RNA-seq data, true expression signals, assuming governed by the negative binomial distribution, can be delineated and thus the accurate detection of differential expressed genes.	http://bioconductor.org/packages/3.5/bioc/html/XBSeq.html
 	bioconductor-xcms	Framework for processing and visualization of chromatographically separated and single-spectra mass spectral data. Imports from AIA/ANDI NetCDF, mzXML, mzData and mzML files. Preprocesses data for high-throughput, untargeted analyte profiling.	http://bioconductor.org/packages/release/bioc/html/xcms.html
 	bioconductor-xde	Multi-level model for cross-study detection of differential gene expression.	http://bioconductor.org/packages/3.5/bioc/html/XDE.html
 	bioconductor-xmapbridge	xmapBridge can plot graphs in the X:Map genome browser. This package exports plotting files in a suitable format.	http://bioconductor.org/packages/3.5/bioc/html/xmapbridge.html
 	bioconductor-xvector	"Memory efficient S4 classes for storing sequences ""externally"" (behind an R external pointer, or on disk)."	http://bioconductor.org/packages/3.4/bioc/html/XVector.html
 	bioconductor-zlibbioc	This package uses the source code of zlib-1.2.5 to create libraries for systems that do not have these available via other means (most Linux and Mac users should have system-level access to zlib, and no direct need for this package). See the vignette for instructions on use.	http://bioconductor.org/packages/3.5/bioc/html/zlibbioc.html
 	biofluff	Exploratory analysis and visualization of high-throughput sequencing data	https://github.com/simonvh/fluff
 	biogridpy	Python client for the BioGRID REST API webservice	https://github.com/arvkevi/biogridpy
 	biokit	Set of visualisation and analysis tools for biological data sets	
 	biom-format	Biological Observation Matrix (BIOM) format	http://www.biom-format.org
 	biomaj	Automates the update cycle and the supervision of the locally mirrored databank repository	http://biomaj.genouest.org
 	biopet	Biopet (Bio Pipeline Execution Toolkit) is the main pipeline development framework of the LUMC Sequencing Analysis Support Core team.	https://github.com/biopet/biopet
 	bioservices	Access to Biological Web Services from Python	
 	bismark	Bismark is a program to map bisulfite treated sequencing reads to a genome of interest and perform methylation calls in a single step. The output can be easily imported into a genome viewer, such as SeqMonk, and enables a researcher to analyse the methylation levels of their samples straight away.	https://www.bioinformatics.babraham.ac.uk/projects/bismark/
x	bitstring	Simple construction, analysis and modification of binary data.	https://github.com/scott-griffiths/bitstring
 	blasr	BLASR - The PacBio long read aligner	https://github.com/PacificBiosciences/blasr
 	blasr_libcpp	Blasr_libcpp is a library used by blasr and other executables such as samtoh5, loadPulses for analyzing PacBio sequences	https://github.com/PacificBiosciences/blasr_libcpp
 	blast	BLAST+ is a new suite of BLAST tools that utilizes the NCBI C++ Toolkit.	http://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastDocs
 	blast-legacy	The Basic Local Alignment Search Tool (BLAST) finds regions of local similarity between sequences.	http://blast.ncbi.nlm.nih.gov
 	blastalign	BlastAlign uses NCBI Blast to align nucleotide sequences that have large indels or are otherwise difficult to align globally.	http://evolve.zoo.ox.ac.uk/Evolve/Blastalign.html
 	blat	BLAT is a bioinformatics software tool which performs rapid mRNA/DNA and cross-species protein alignments.	https://genome.ucsc.edu/FAQ/FAQblat.html
x	bleach	An easy whitelist-based HTML-sanitizing tool.	http://github.com/jsocol/bleach
 	blockbuster	Blockbuster detects blocks of overlapping reads using a gaussian-distribution approach.	http://hoffmann.bioinf.uni-leipzig.de/LIFE/blockbuster.html
 	bmfilter	bmfilter is part of BMTagger aka Best Match Tagger, for removing human reads from metagenomics datasets	ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/bmtagger/
 	bmtagger	BMTagger aka Best Match Tagger is for removing human reads from metagenomics datasets	ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/bmtagger/
 	bmtool	bmtool is part of BMTagger aka Best Match Tagger, for removing human reads from metagenomics datasets	ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/bmtagger/
x	boltons		
 	boutroslabplottinggeneral		https://labs.oicr.on.ca/boutros-lab/software/bpg
 	bowtie	An ultrafast memory-efficient short read aligner	https://github.com/BenLangmead/bowtie
 	bowtie2	Fast and sensitive read alignment	http://bowtie-bio.sourceforge.net/bowtie2/index.shtml
 	bpipe	Bpipe - a tool for running and managing bioinformatics pipelines	http://docs.bpipe.org/
 	bpp-core	Bio++ is a set of C++ libraries for Bioinformatics.	https://github.com/BioPP/bpp-core
 	bpp-phyl	Bio++ is a set of C++ libraries for Bioinformatics.	https://github.com/BioPP/bpp-phyl
 	bpp-seq	Bio++ is a set of C++ libraries for Bioinformatics.	https://github.com/BioPP/bpp-seq
 	bracken	Bracken (Bayesian Reestimation of Abundance with KrakEN) is a highly accurate statistical method that computes the abundance of species in DNA sequences from a metagenomics sample.	https://github.com/jenniferlu717/Bracken
 	braker	BRAKER1: Unsupervised RNA-Seq-based genome annotation with GeneMark-ET and AUGUSTUS	http://bioinf.uni-greifswald.de/augustus/
 	brass		
 	breakdancer	SV detection from paired end reads mapping	https://github.com/genome/breakdancer
 	breakseq2	BreakSeq2: Ultrafast and accurate nucleotide-resolution analysis of structural variants.	http://bioinform.github.io/breakseq2
 	breseq	A computational pipeline for finding mutations relative to a reference sequence in short-read DNA re-sequencing data.	https://github.com/barricklab/breseq
 	bs-seeker2	BS Seeker 2 is a seamless and versatile pipeline for accurately and fast mapping the bisulfite-treated short reads.	http://pellegrini.mcdb.ucla.edu/BS_Seeker2/
x	bucketcache	Versatile persisent file cache.	https://github.com/RazerM/bucketcache
 	bumbershoot	The Bumbershoot tool suite for analyzing shotgun proteomic data	https://proteowizard.sourceforge.net
x	burrito	Framework for wrapping and controlling command-line applications.	https://github.com/biocore/burrito
 	burrito-fillings	burrito-fillings: burrito application controllers for bioinformatics	https://github.com/biocore/burrito-fillings
 	busco	BUSCO provides measures for quantitative assessment of genome assembly, gene set, and transcriptome completeness based on evolutionarily informed expectations of gene content from near-universal single-copy orthologs selected from OrthoDB.	http://busco.ezlab.org/
 	bwa	The BWA read mapper.	https://github.com/lh3/bwa
 	bwakit	A self-consistent installation-free package of scripts and precompiled binaries, providing an end-to-end solution to read mapping	https://github.com/lh3/bwa/tree/master/bwakit
 	bwameth	A fast and accurate aligner of BS-seq reads	https://github.com/brentp/bwa-meth
 	bx-python	Toolkit to enable rapid implementation of genome scale analyses.	http://bitbucket.org/james_taylor/bx-python/wiki/Home
x	byobu	Byobu is a GPLv3 open source text-based window manager and terminal multiplexer.	http://byobu.co/
x	c-ares	c-ares is a C library for asynchronous DNS requests (including name resolves)	http://c-ares.haxx.se/
 	cage	Changepoint Analysis for Efficient Variant Calling	https://github.com/adambloniarz/CAGe
 	cancerit-allelecount	Support code for NGS copy number algorithms	https://github.com/cancerit/alleleCount
 	cansam	C++ binding for SAM/BAM files	https://github.com/jmarshall/cansam/
 	cansnper	A hierarchical genotype classifier of clonal pathogens.	https://github.com/adrlar/CanSNPer/
 	canu	Canu is a fork of the Celera Assembler designed for high-noise single-molecule sequencing.	http://http://canu.readthedocs.org/
 	canvas	Copy number variant (CNV) calling from DNA sequencing data	https://github.com/Illumina/canvas
 	cap-mirseq	A comprehensive analysis pipeline for deep microRNA sequencing	http://bioinformaticstools.mayo.edu/research/cap-mirseq/
 	cap3		http://seq.cs.iastate.edu/
 	carna	Constraint-based Alignment of RNA Ensembles	https://www.bioinf.uni-leipzig.de/~will/Software/CARNA/
 	cassiopee	scan an input genomic sequence (dna/rna/protein) and search for a subsequence with exact match or allowing substitutions (Hamming distance) and/or insertion/deletions	https://github.com/osallou/cassiopee-c
 	ccat	CCAT is a software package for the analysis of ChIP-seq data with negative control.	http://cmb.gis.a-star.edu.sg/ChIPSeq/paperCCAT.htm
 	cd-hit	Clusters and compares protein or nucleotide sequences	https://github.com/weizhongli/cdhit
 	cd-hit-auxtools	Clusters and compares protein or nucleotide sequences	https://github.com/weizhongli/cdhit
 	cdbtools	CDB (Constant DataBase) indexing and retrieval tools for FASTA files	http://compbio.dfci.harvard.edu/tgi
 	ceas	CEAS: Cis-regulatory Element Annotation System	http://liulab.dfci.harvard.edu/CEAS
 	centrifuge	Classifier for metagenomic sequences.	https://github.com/infphilo/centrifuge
 	cgat-pipelines-nosetests	Metapackage to test CGAT Pipelines	https://www.cgat.org/downloads/public/cgatpipelines/documentation
 	cgat-report	A report generator in python based on sphinx	https://github.com/AndreasHeger/CGATReport
 	cgat-scripts	Computational Genomics Analysis Toolkit	https://www.cgat.org/downloads/public/cgat/documentation
 	cgat-scripts-devel	Computational Genomics Analysis Toolkit	https://www.cgat.org/downloads/public/cgat/documentation
 	cgat-scripts-nosetests	Computational Genomics Analysis Toolkit	https://www.cgat.org/downloads/public/cgat/documentation/
 	cgcloud-lib	Components shared between cgcloud-core and cgcloud-agent	https://github.com/BD2KGenomics/cgcloud
x	chainmap	Backport/clone of ChainMap for py26, py32, and pypy3.	https://bitbucket.org/jeunice/chainmap
 	chanjo	Coverage analysis tool for clinical sequencing	http://www.chanjo.co/
 	check-sort-order	check sort-order of genomic files according to a genomefile	https://github.com/gogetdata/ggd-utils
 	checkm-genome	Assess the quality of putative genome bins.	http://pypi.python.org/pypi/checkm/
 	chemfp	chemfp is a set of command-lines tools for generating cheminformatics fingerprints and searching thosefingerprints by Tanimoto similarity, as well as a Python library which can be used to build new tools.These algorithms are designed for the dense, 100-10,000 bitfingerprints which occur in small-molecule/pharmaceuticalchemisty. The Tanimoto search algorithms are implemented in C forperformance and support both threshold and k-nearest searches.Fingerprint generation can be done either by extracting existingfingerprint data from an SD file or by using an existing chemistrytoolkit. chemfp supports the Python libraries from Open Babel,OpenEye, and RDKit toolkits.	https://chemfp.com
 	chewbbaca	Whole genome and core genome MultiLocus Sequence Typing.	https://github.com/B-UMMI/chewBBACA
 	chicagotools		https://bitbucket.org/chicagoTeam/chicago/src/c95eda46cb72e30e25ece06780e517efb3c06cc2/chicagoTools/?at=master
 	chromhmm	ChromHMM is software for learning and characterizing chromatin states. ChromHMM can integrate multiple chromatin datasets such as ChIP-seq data of various histone modifications to discover de novo the major re-occuring combinatorial and spatial patterns of marks.	http://compbio.mit.edu/ChromHMM/
 	circexplorer	A combined strategy to identify circular RNAs (circRNAs and ciRNAs)	https://github.com/YangLab/CIRCexplorer
 	circexplorer2	Circular RNA analysis toolkits	https://github.com/YangLab/CIRCexplorer2
 	circlator	circlator: a tool to circularise genome assemblies	https://github.com/sanger-pathogens/circlator
 	circos	Circos is a software package for visualizing data and information. It visualizes data in a circular layout	http://circos.ca
x	ciso8601	Fast ISO8601 date time parser for Python written in C	https://github.com/elasticsales/ciso8601
x	cityhash	Python-bindings for CityHash, a fast non-cryptographic hash algorithm	https://github.com/escherba/python-cityhash
 	clark	Fast, accurate and versatile k-mer based classification system	http://clark.cs.ucr.edu/
 	clearcut	The reference implementation for Relaxed Neighbor Joining (RNJ).	http://www.mothur.org
 	clever-toolkit	The clever toolkit (CTK) is a suite of tools to analyze next-generation sequencing data and, in particular, to discover and genotype insertions and deletions from paired-end reads.	https://bitbucket.org/tobiasmarschall/clever-toolkit
 	clinod	Command line NoD (clinod), for  predicting nucleolar localization sequences.	http://www.compbio.dundee.ac.uk/nod
 	clustalo	Latest version of Clustal: a multiple sequence alignment program for DNA or proteins	http://www.clustal.org/omega/
 	clustalw	ClustalW2 is a general purpose multiple sequence alignment program for DNA or proteins.	http://www.clustal.org/clustal2/
 	cluster-picker	The Cluster Picker identifies clusters in newick-formatted trees containing thousands of sequences within a few minutes. Cut-offs for within cluster genetic distance and bootstrap support are selected by the user.	http://hiv.bio.ed.ac.uk/software.html
 	clustergrammer	A python module for the Clustergrammer visualization project	https://github.com/MaayanLab/clustergrammer-py
 	cmappy	Assorted tools for interacting with .gct, .gctx, .grp, and .gmt files as well as other Connectivity Map (Broad Institute) data/tools	https://github.com/cmap/cmapPy
 	cmfinder	CMfinder - A Covariance Model Based RNA Motif Finding Algorithm	http://bio.cs.washington.edu/yzizhen/CMfinder/
x	cmph	CMPH - C Minimal Perfect Hashing Library	http://cmph.sourceforge.net/
 	cmv	A collection of tools for the visualisation of Hidden Markov Models (HMMV) and RNA-family models (CMV).	https://github.com/eggzilla/cmv
 	cnvkit	Copy number variant detection from targeted DNA sequencing	https://github.com/etal/cnvkit
 	cobra	COBRApy is a package for constraint-based modeling of biological networks	https://opencobra.github.io/cobrapy
 	cofold	An RNA secondary structure prediction method that takes co-transcriptional folding into account.	http://www.e-rna.org/cofold/
 	cogent	COmparative GENomics Toolkit	http://www.pycogent.org
x	collectl	collectl monitoring tool	http://collectl.sourceforge.net/
x	colorbrewer	An easy way to get access to ColorBrewer schemes from within a Python program	http://noble.gs.washington.edu/~mmh1/software/colorbrewer/
 	combined-pvalues	A library to combine, analyze, group and correct p-values in BED files.Unique tools involve correction for spatial autocorrelation.This is useful for ChIP-Seq probes and Tiling arrays, or any data with spatial correlation.	https://github.com/brentp/combined-pvalues
 	commet	Comparing and combining multiple metagenomic datasets	https://colibread.inria.fr/software/commet/
 	concoct	Clustering cONtigs with COverage and ComposiTion	https://github.com/BinPro/CONCOCT
 	connor	A command-line tool to deduplicate bam files based on custom, inline barcoding.	https://github.com/umich-brcf-bioinf/Connor
 	control-freec	Copy number and genotype annotation from whole genome and whole exomesequencing data.	https://github.com/BoevaLab/FREEC
 	cooler	Sparse binary format for genomic interaction matrices	https://github.com/mirnylab/cooler
x	coreutils	The GNU Core Utilities are the basic file, shell and text manipulation utilities of the GNU operating system. These are the core utilities which are expected to exist on every operating system.	http://www.gnu.org/software/coreutils/
 	corset	Software for clustering de novo assembled transcripts and counting overlapping reads.	https://github.com/Oshlack/Corset
 	cosi2	cosi2 is an efficient coalescent simulator with support for selection, population structure, variable recombination rates, and gene conversion. It supports exact and approximate simulation modes.	https://www.broadinstitute.org/mpg/cosi2/
 	cpat	Coding Potential Assessment Tool	http://dldcc-web.brc.bcm.edu/lilab/liguow/CGI/cpat/_build/html/index.html
 	cramtools	A set of Java tools and APIs for efficient compression of sequence read data	http://www.ebi.ac.uk/ena/software/cram-toolkit
 	crb-blast	Conditional Reciprocal Best BLAST - high confidence ortholog assignment.	https://github.com/cboursnell/crb-blast
 	crimson	Bioinformatics tool outputs converter to JSON or YAML.	https://github.com/bow/crimson
 	crisper_recognition_tool	A tool for automatic detection of clustered regularly interspaced palindromic repeats (CRISPR).	http://www.room220.com/crt/
 	crispresso	A software pipeline for the analysis of targeted CRISPR-Cas9 sequencing data	https://github.com/lucapinello/CRISPResso
 	cromwell	A Workflow Management System geared towards scientific workflows described in WDL	https://github.com/broadinstitute/cromwell
 	crossmap	Convert genomic coordiates between assemblies	http://crossmap.sourceforge.net
 	csb	Computational Structural Biology Toolbox	http://github.com/csb-toolbox
x	csvtk	A cross-platform, efficient, practical and pretty CSV/TSV toolkit	https://github.com/shenwei356/csvtk
 	cufflinks	Transcriptome assembly and differential expression analysis for RNA-Seq.	http://cole-trapnell-lab.github.io/cufflinks/
x	cuneiform	Cuneiform is an OCR system.	https://launchpad.net/cuneiform-linux/
 	curesim	CuReSim (Customized Read Simulator) is a customized tool which generates synthetic New-Generation Sequencing reads, supporting read simulation for major letter-base sequencing platforms..	http://www.pegase-biosciences.com/curesim-a-customized-read-simulator/
 	cutadapt	trim adapters from high-throughput sequencing reads	https://cutadapt.readthedocs.io/
 	cwl2wdl	Proof of concept converter from Common Workflow Language (CWL) to the Broad Institute's Workflow Definition Language (WDL).	https://github.com/adamstruck/cwl2wdl
 	cwltest	Framework for testing CWL tools and workflows	https://github.com/common-workflow-language/cwltest
 	cwltool	Common Workflow Language reference implementation	https://github.com/common-workflow-language/cwltool
x	cyordereddict	Cython implementation of Python's collections.OrderedDict	https://github.com/shoyer/cyordereddict
 	cyvcf2	A cython wrapper around htslib built for fast parsing of Variant Call Format (VCF) files	https://github.com/brentp/cyvcf2
 	daisysuite	DaisySuite - mapping-based pipeline for horizontal gene transfer (HGT) detection using sequencing data	https://gitlab.com/eseiler/DaisySuite
 	daligner	DALIGNER: Find all significant local alignments between reads	https://github.com/thegenemyers/DALIGNER
 	damidseq_pipeline	An automated pipeline for processing DamID sequencing datasets	https://github.com/owenjm/damidseq_pipeline
 	dammit	simple de novo transcriptome annotation	http://www.camillescott.org/dammit/
 	dascrubber	Alignment-based Scrubbing pipeline	https://github.com/thegenemyers/DASCRUBBER
x	data_hacks	Command line utilities for data analysis.	https://github.com/bitly/data_hacks
x	datamash	GNU Datamash is a command-line program which performs basic numeric,textual and statistical operations on input textual data files.	http://www.gnu.org/software/datamash
 	dazz_db	DAZZ_DB: The Dazzler Data Base	https://github.com/thegenemyers/DAZZ_DB
 	dbg2olc	Efficient Assembly of Large Genomes Using Long Erroneous Reads of the Third Generation Sequencing Technologies	https://github.com/yechengxi/DBG2OLC
 	dcmtk	DCMTK is a collection of libraries and applications implementing large parts the DICOM standard	http://dicom.offis.de
 	ddocent	 dDocent is  an interactive bash wrapper to QC, assemble, map, and call SNPs from all types of RAD data	http://ddocent.com
 	ddrage	Simulator for ddRADseq (double digest restriction site associdated DNA squencing) datasets. Generates reads (FASTQ format) that can be analyzed and validated using a ground truth file (YAML).	https://bitbucket.org/genomeinformatics/rage
x	deap	Distributed Evolutionary Algorithms in Python	https://www.github.com/deap
 	debwt	A efficient method to construct BWT index of a given DNA sequence, especiallyuseful for gigantic and high similar genome.DeBWT has good scalability to construct BWT in parallel computing.It is well-suited to run on multiple core servers or clusters toconstruct the BWT of large collections of genome sequences.	https://github.com/DixianZhu/deBWT
 	deepmedic	Efficient Multi-Scale 3D Convolutional Neural Network for Brain Lesion Segmentation.	https://github.com/Kamnitsask/deepmedic
 	deeptools	A set of user-friendly tools for normalization and visualzation of deep-sequencing data	https://github.com/fidelram/deepTools
 	delly	Structural variant discovery by integrated paired-end and split-read analysis	https://github.com/dellytools/delly
 	deltabs	Quantifying the significance of genetic variation using probabilistic profile-based methods.	https://github.com/UCanCompBio/deltaBS/wiki
 	dendropy	A Python library for phylogenetics and phylogenetic computing: reading, writing, simulation, processing and manipulation of phylogenetic trees (phylogenies) and characters.	http://packages.python.org/DendroPy/
 	denovogear	A program to detect denovo-variants using next-generation sequencing data.	https://github.com/denovogear/denovogear
 	detonate	DETONATE (DE novo TranscriptOme rNa-seq Assembly with or without the Truth Evaluation) consists of two component packages, RSEM-EVAL and REF-EVAL.	http://deweylab.biostat.wisc.edu/detonate/
 	dextractor	Bax File Decoder and Data Compressor	https://github.com/thegenemyers/DEXTRACTOR
 	dfam	The Dfam database is a collection of Repetitive DNA element sequence alignments, hidden Markov models (HMMs) and matches lists for complete Eukaryote genomes	dfam.org
 	dia_umpire	DIA-Umpire is an open source Java program for computational analysis of data independent acquisition (DIA)mass spectrometry-based proteomics data. It enables untargeted peptide and protein identification and quantitationusing DIA data, and also incorporates targeted extraction to reduce the number of cases of missing quantitation.	https://github.com/Nesvilab/DIA-Umpire
 	diamond	Accelerated BLAST compatible local sequence aligner	http://ab.inf.uni-tuebingen.de/software/diamond/
 	dinopy	DNA input and output library for Python and Cython. Includes reader and writer for FASTA and FASTQ files, support for samtools faidx files, and generators for solid and gapped q-grams (k-mers).	https://bitbucket.org/HenningTimm/dinopy
 	disco	Multi-threaded Distributed Memory Overlap-Layout-Consensus (OLC) Metagenome Assembler	http://disco.omicsbio.org/
 	discosnp	Designed for discovering all kinds of SNPs	https://gatb.inria.fr/software/discosnp/
 	discovar	Suitable for variant calling with reference and de novo assembly of small genomes.	https://www.broadinstitute.org/software/discovar
 	discovardenovo	Suitable for de novo assembly of large and small genomes.	https://www.broadinstitute.org/software/discovar/
 	disty	Disty McMatrixface - compute a distance matrix from a core genome alignment file.	https://github.com/c2-d2/disty
 	dkfz-bias-filter	The DKFZ bias filter flags SNVs that appear to be biased based on the variant read support	https://github.com/eilslabs/DKFZBiasFilter
 	dlcpar	Accurate inference of orthogroups, orthologues, gene trees and rooted species tree made easy!	https://github.com/davidemms/OrthoFinder
 	dnapi	De novo adapter prediction (iterative) algorithm for small RNA sequencing data.	https://github.com/jnktsj/DNApi
x	doit	doit - Automation Tool	http://pydoit.org
 	domclust	Effective tool for orthologous grouping in multiple genomes	http://mbgd.genome.ad.jp/domclust/
x	dominate	Dominate is a Python library for creating and manipulating HTML documents using an elegant DOM API.	http://github.com/Knio/dominate/
 	dr-disco	Dr. Disco: fusion gene and genomic breakpoint detection in random hexamer RNA-seq data	https://github.com/yhoogstrate/dr-disco/
 	dreamtools	Scoring functions for the DREAM / SAGE challenges	
x	drive	Google Drive client for the commandline	https://github.com/odeke-em/drive
 	dsk	DSK is a k-mer counter for reads or genomes.	https://github.com/GATB/dsk/
 	dsrc	high-performance compression of sequencing reads stored in FASTQ format	https://github.com/lrog/dsrc
 	dudes	DUDes is a taxonomic profiler for NGS metagenomic samples	https://sourceforge.net/projects/dudes/
 	dunovo	Du Novo: A pipeline for processing duplex sequencing data.	https://github.com/galaxyproject/dunovo
 	dwgsim	Whole Genome Simulator for Next-Generation Sequencing	https://github.com/nh13/DWGSIM
 	dxpy	DNAnexus Platform API bindings for Python	https://github.com/dnanexus/dx-toolkit
 	dxua	command-line tool for uploading files to the DNAnexus Platform	https://wiki.dnanexus.com/Downloads#Upload-Agent
 	e-pcr	e-PCR identifies sequence tagged sites(STSs)within DNA sequences..	http://www.ncbi.nlm.nih.gov/tools/epcr/
 	ea-utils	Command-line tools for processing biological sequencing data.	https://code.google.com/p/ea-utils/
 	eagle	Eagle is a webtool for genome variants and snp analysis	https://bitbucket.org/christopherschroeder/eagle
 	ebfilter	EBFilter (Empirical Bayesian Mutation Filtering)	https://github.com/Genomon-Project/EBFilter
 	ebisearch	A Python library for interacting with EBI Search's API	https://github.com/bebatut/ebisearch
 	ecmwfapi	ECMWF API is a set of services developed by ECMWF http://www.ecmwf.int to allow users from the outside to access some internal features and data of the centre.	https://software.ecmwf.int/wiki/display/WEBAPI/Access+ECMWF+Public+Datasets#AccessECMWFPublicDatasets-clientlibraries
 	ecopcr	ecoPCR is an electronic PCR software that helps you estimate Barcode primers quality.	https://git.metabarcoding.org/obitools/ecopcr/wikis/home
 	ecoprimers	ecoPrimers is a software that finds primers from a set of sequence.	https://git.metabarcoding.org/obitools/ecoprimers/wikis/home
 	ecopy	EcoPy: Ecological Data Analysis in Python	https://github.com/Auerilas/ecopy
x	eden	The Explicit Decomposition with Neighborhoods (EDeN) is a decompositional kernel based on the Neighborhood Subgraph Pairwise Distance Kernel (NSPDK) that can be used to induce an explicit feature representation for graphs. This in turn allows the adoption of machine learning algorithm to perform supervised and unsupervised learning task in a scalable way (e.g. using fast stochastic gradient descent methods in classification and approximate neighborhood queries in clustering).	https://github.com/fabriziocosta/EDeN
 	edena	de novo short reads assembler	http://www.genomic.ch/edena.php
x	editdistance	Fast implementation of the edit distance (Levenshtein distance)	https://www.github.com/aflc/editdistance
 	edittag	Design and check sets of edit metric sequence tags.	http://github.com/faircloth-lab/edittag/
 	edlib	C/C++ library and program for sequence alignment using edit (Levenshtein) distance	https://github.com/Martinsos/edlib/
 	effectivet3	Command line NoD (clinod), for  predicting nucleolar localization sequences.	http://www.compbio.dundee.ac.uk/nod
 	eigen	Eigen is a C++ template library for linear algebra: matrices, vectors, numerical solvers, and related algorithms.	http://eigen.tuxfamily.org
 	eigensoft	Population Genetics - Principal Components Analysis (PCA)	http://www.hsph.harvard.edu/alkes-price/software/
x	elasticluster	Create, manage and setup computing clusters hosted on a public or private cloud infrastructure.	https://github.com/gc3-uzh-ch/elasticluster
 	embassy-phylip	embassy/emboss wrappers for phylip functions	http://emboss.open-bio.org/
 	embl-api-validator	ENA flat file validator for submission	http://www.ebi.ac.uk/ena/software/flat-file-validator
 	emboss	The European Molecular Biology Open Software Suite	http://emboss.open-bio.org/
 	emirge	EMIRGE reconstructs full length sequences from short sequencing reads	https://github.com/csmiller/EMIRGE
x	emmix	A tool that fits a mixture model of multivariate normal or t-distributed components to a given data set.	https://people.smp.uq.edu.au/GeoffMcLachlan/emmix/emmix.html
 	emperor	Emperor a tool for the analysis and visualization of large microbial ecology datasets	http://github.com/biocore/emperor
 	enasearch	A Python library for interacting with ENA's API	https://github.com/bebatut/enasearch
 	ensembl-vep	The VEP determines the effect of your variants (SNPs, insertions, deletions, CNVs or structural variants) on genes, transcripts, and protein sequence, as well as regulatory regions.	http://www.ensembl.org/info/docs/tools/vep/index.html
 	entrez-direct	Entrez Direct (EDirect) is an advanced method for accessing the NCBI's set of interconnected databases (publication, sequence, structure, gene, variation, expression, etc.) from a UNIX terminal window. Functions take search terms from command-line arguments. Individual operations are combined to build multi-step queries. Record retrieval and formatting normally complete the process.	ftp://ftp.ncbi.nlm.nih.gov/entrez/entrezdirect/versions/7.00.20170710/README
 	eoulsan	A pipeline and a framework for NGS analysis (RNA-Seq and Chip-Seq)	http://www.tools.genomique.biologie.ens.fr/eoulsan/
 	epic	Chip-Seq broad peak/domain finder.	http://github.com/endrebak/epic
x	epydoc	Edward Loper's API Documentation Generation Tool	http://epydoc.sourceforge.net
 	eqtlbma	Package to detect eQTLs jointly in multiple subgroups (e.g. tissues) via Bayesian Model Averaging.	https://github.com/timflutre/eqtlbma
 	ericscript	EricScript is a computational framework for the discovery of gene fusions in paired end RNA-seq data. It is able to generate synthetic gene fusions by using the EricScript simulator and calculate a number of statistical measures for evaluating gene fusion detection methods performance with EricScript CalcStats.	https://sites.google.com/site/bioericscript
 	erne	ERNE - Extended Randomized Numerical alignEr	http://erne.sourceforge.net
x	esmre	Regular expression accelerator	http://code.google.com/p/esmre/
 	estmapper	software package for the high-throughput alignment of large cDNA (EST, mRNA) sequence sets to a large eukaryotic genome of the same species	http://kmer.sourceforge.net/wiki/index.php/Getting_Started_with_ESTmapper
 	estscan	Detects coding regions in DNA sequences even if they are of low quality	http://estscan.sourceforge.net
x	eta	ETA Progress bar for command-line utilities	http://github.com/mbreese/eta/
 	ete2	Phylogenetic tree analyses and exploration	http://etetoolkit.org/
 	ete3	A Python framework for the analysis and visualization of trees	http://etetoolkit.org/
 	exonerate	Exonerate - A generic tool for pairwise sequence comparison / alignment	https://www.ebi.ac.uk/about/vertebrate-genomics/software/exonerate
 	expansionhunter	a tool for estimating repeat sizes	https://github.com/Illumina/ExpansionHunter
 	exparna	The program finds the longest common subsequence of exact pattern matches (LCS-EPM)	https://github.com/BackofenLab/ExpaRNA
 	export2graphlan	export2graphlan is a conversion software tool for producing both annotation and tree file for GraPhlAn	https://bitbucket.org/CibioCM/export2graphlan/overview
 	express	eXpress is a streaming DNA/RNA sequence quantification tool.	http://bio.math.berkeley.edu/eXpress/
x	extern	Extern is an opinionated version of Pythons subprocess, making it just that little bit more convenient to run shell commands from within Python code.	https://pypi.python.org/pypi/extern/
 	extract-sv-reads	Tool for extracting splitter or discordant reads from a BAM or CRAM file.	https://github.com/hall-lab/extract_sv_reads
 	extract_fullseq	extract_fullseq is part of BMTagger aka Best Match Tagger, for removing human reads from metagenomics datasets	ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/bmtagger/
 	extract_genome_region	Given a CSV file of variable information defining the regions of interest, return a file that contains a fasta-formatted representation of these regions.	https://github.com/xguse/extract-genome-region
