changed_files	id	span	title
1	90168489	0 days 02:03:07.000000000	update to gseapy-0.7.2
4	90161328	3 days 22:08:33.000000000	Unblacklist lecorguille
2	90079193	0 days 15:58:21.000000000	Fix hard-coded shebangs in autoconf
2	90054335	14 days 00:15:29.000000000	Add genometools package
2	90027906	0 days 14:47:20.000000000	Bump bioconductor-topgo build number
1	90025346	0 days 21:15:14.000000000	Build ghostscript for OSX
2	90016868	0 days 21:57:20.000000000	add YASS, a genomic similarity search tool
1	90015121	0 days 16:23:45.000000000	Skip trying to build Pandaseq
2	90007228	0 days 20:34:28.000000000	Deltabs
2	90003553	0 days 04:15:50.000000000	Add baitfisher recipe
1	90001579	0 days 08:23:33.000000000	deepTools to version 2.3.6
1	89996201	0 days 00:30:41.000000000	Skip build graphmap 3.0 until fixed
2	89982735	0 days 05:15:30.000000000	Feature/metaphlan2 rebuild
7	89973509	0 days 03:19:33.000000000	Unblacklist lecorguille
5	89972922	0 days 00:36:42.000000000	New: fgbio (UMI support) and drive client
4	89878490	0 days 13:31:23.000000000	remove bioconductor-xcms and bioconductor-rcytoscape
1	89875105	0 days 02:56:35.000000000	Pandaseq fix
1	89871803	0 days 03:13:12.000000000	Add gnu-wget
1	89789242	0 days 01:01:14.000000000	Simplified contributor list.
0	89754267	0 days 15:08:53.000000000	Add $(PREFIX) lib and include dirs to LDFLAGS and CXXFLAGS
1	89643610	0 days 01:24:36.000000000	update cromwell 0.21 -> 0.22
3	89544191	0 days 08:44:11.000000000	add biogridpy recipe
0	89536594	0 days 00:12:48.000000000	Docsupdate
1	89531964	0 days 02:44:41.000000000	fix md5sum for dudes
2	89520665	0 days 00:27:04.000000000	Update: bcbio, bcbio-vm for Arvados/WDL
2	89390767	1 days 01:33:23.000000000	fixed bcftools plugin search path
0	89386194	29 days 07:57:48.000000000	recipe for AbundanceBin
1	89358312	0 days 11:54:17.000000000	Bump epic to the most recent version
1	89345034	1 days 00:12:25.000000000	goatools: 0.6.10
3	89236184	0 days 21:19:47.000000000	add wdltool
1	89174487	0 days 00:56:06.000000000	fix test
2	89168086	0 days 03:43:28.000000000	add bioconductor-rots
1	89119355	2 days 09:27:15.000000000	fix #2609
1	89096162	2 days 12:50:17.000000000	CENTOS5->CENTOS6
3	89079412	1 days 16:34:42.000000000	Graphmap 3.0
1	89071106	1 days 15:06:06.000000000	Update CNVkit to version 0.8.1
4	89065967	0 days 19:01:19.000000000	Add bedtools_2.26.0gx
12	89058402	174 days 07:20:35.000000000	inital push to troubleshoot synergy finder
1	89046293	0 days 01:14:12.000000000	Update to new version of pyalveo library.
3	89043168	0 days 02:06:33.000000000	spectrum cluster cli from EBI-PRIDE Team added
0	89017676	0 days 01:56:15.000000000	gvcftools 0.17.0 recipe
1	89003873	0 days 01:46:07.000000000	Update sixgill to version 0.2.4
0	88997660	2 days 22:53:14.000000000	Recipe for FragGeneScan 1.30
1	88980864	0 days 00:27:13.000000000	Bump cutadapt to v1.11
1	88910600	0 days 06:21:36.000000000	bump goleft
3	88898423	0 days 03:21:44.000000000	Add recipe for sixgill
2	88877426	0 days 15:07:01.000000000	Flaimapper
4	88871875	0 days 00:37:39.000000000	new script for convenient local testing
0	88835048	30 days 20:56:09.000000000	RcppGSL: 'Rcpp' Integration for 'GNU GSL' Vectors and Matrices
4	88824669	19 days 19:24:42.000000000	Feature/tepid
4	88673774	4 days 06:58:37.000000000	PR for DUDes and kaiju recipes
4	88669958	0 days 06:38:36.000000000	Spectrassembler
4	88656913	0 days 00:22:27.000000000	Stacks_summary 1.1
1	88638501	0 days 01:09:45.000000000	Removed skip for OSX.
1	88594926	0 days 00:18:48.000000000	build busco for osx
1	88593594	0 days 00:11:19.000000000	Build perl-log-log4perl for osx
2	88585281	1 days 02:57:33.000000000	Add recipe for oases transcript assembler
2	88583701	2 days 06:36:41.000000000	r-ash afterplay
1	88581289	0 days 00:40:48.000000000	Let's try r-ash again
3	88581215	0 days 00:47:21.000000000	Perl osx 1
1	88578603	0 days 02:08:12.000000000	Update version of HiCExplorer
1	88578579	0 days 00:23:11.000000000	Building mcl for osx
1	88571005	55 days 01:11:38.000000000	zlib, gcc, llvm needed
4	88558253	0 days 16:21:45.000000000	Rebuild more r packages
1	88557155	0 days 00:20:57.000000000	Rebuild more r packages
1	88556118	0 days 00:21:11.000000000	Rebuild more r packages
1	88555102	0 days 00:18:00.000000000	Rebuild more r packages
2	88551495	0 days 01:44:50.000000000	Rebuild more r packages
78	88548979	0 days 01:10:01.000000000	Bioconductor updated recipes
1	88548364	0 days 00:37:10.000000000	update readme to address #2557
0	88547675	0 days 00:12:03.000000000	bump dada2
0	88545910	0 days 00:51:50.000000000	version bump for RcppParallel
1	88545338	0 days 00:47:49.000000000	Rebuild more r packages
1	88545090	30 days 02:29:39.000000000	Add libgcc to vsearch
2	88545065	0 days 01:33:15.000000000	Build splitmem for osx
1	88544892	0 days 00:18:04.000000000	Rebuild more r packages
2	88544689	0 days 00:09:17.000000000	R10
17	88531626	0 days 08:02:04.000000000	Bioconductor updates recipes only
11	88528582	0 days 08:02:35.000000000	Bioconductor updates 01
1	88509060	0 days 02:45:46.000000000	bump goleft
1	88504311	4 days 00:21:16.000000000	Removing tests from readme
2	88502739	0 days 01:25:57.000000000	add treetime
2	88498198	0 days 05:25:10.000000000	Added recipe for nudup NuGEN deduplication tool
1	88497944	0 days 00:57:32.000000000	Build poretools
1	88495168	0 days 01:01:06.000000000	Bump nanocall to 0.7.4
1	88493978	0 days 00:39:45.000000000	Bump circlator to 1.3.1
4	88490276	0 days 01:07:24.000000000	add new galaxy-lib version
2	88479744	0 days 01:11:07.000000000	add seqkit
3	88471527	0 days 04:03:39.000000000	Adds recipe for python tgt module to handle speech annotation files
1	88471057	0 days 00:23:57.000000000	Upgrade msprime to 0.4.0.
1	88435911	0 days 01:29:46.000000000	bump goleft
3	88434480	0 days 02:09:53.000000000	Add recipe for KOBAS - KEGG Orthology Based Annotation System
2	88426819	27 days 22:50:35.000000000	Update r-optparse to 1.3.2
1	88425017	0 days 01:07:40.000000000	Add hstlib runtime requirement
1	88420021	0 days 00:20:58.000000000	Remove restriction on pysam version
1	88417527	0 days 00:37:23.000000000	Get two new r-* packages to build
1	88404322	0 days 00:36:23.000000000	updated build
0	88386227	0 days 03:42:32.000000000	added libgcc to runtime dependency for genesplicer
4	88349372	0 days 16:52:15.000000000	Add recipe for oligotyping 2.1.
4	88337705	25 days 01:07:20.000000000	add cummerbund 2.8.2
11	88332007	0 days 06:11:07.000000000	R part9.5
1	88306997	0 days 03:40:40.000000000	Add runtime dependency on twobitreader for deeptools.
1	88298694	0 days 01:48:13.000000000	update build instructions in readme
0	88275060	0 days 03:21:36.000000000	WIP: added genesplicer recipe
3	88228534	0 days 00:17:56.000000000	Update: goleft, cwltool, schema-salad
0	88224433	0 days 01:03:57.000000000	updated vep to v86, updated dependecies, added some more plugins
3	88215776	0 days 00:52:29.000000000	add stacks_summary python module
0	88207907	0 days 00:14:13.000000000	Perl module file::copy::recursive
2	88111724	1 days 18:57:43.000000000	Add bwa and pandoc to runtime requirements
3	88106269	2 days 04:56:44.000000000	Adds r-wrassp recipe for speech signal processing.
2	88095313	4 days 00:36:40.000000000	Gmap update
3	88050291	0 days 12:11:32.000000000	moca: 0.3.3
2	88043384	0 days 00:26:59.000000000	new recipe for bioconductor-package piano, constructed using biocondu…
3	88037414	0 days 00:15:13.000000000	new recipe for r-package relations, constructed using skeleton
3	88003932	0 days 17:19:56.000000000	add QoRTs
1	87975211	0 days 00:55:16.000000000	add gcc and llvm to sqt
3	87932056	0 days 02:26:37.000000000	pysam: updated to version 0.9.1.4
0	87929450	188 days 23:43:25.000000000	Recipe for mgs-canopy
1	87904240	0 days 02:58:28.000000000	Add gitter badge
3	87883235	0 days 00:46:27.000000000	Abyss 2.01
3	87878486	0 days 20:23:22.000000000	new recipe for r-package sets, constructed using skeleton
3	87878154	0 days 09:41:19.000000000	Gmap 2016.09.23 added, old 2015.09.10 kept as old version
0	87865885	0 days 02:40:20.000000000	Update galaxy lib
1	87860818	0 days 22:42:57.000000000	Fix IgBLAST’s run dependencies
8	87851960	0 days 05:20:44.000000000	Update: bcbio, goleft, cwltool, schema-salad. Fix conflicts with conda-forge avro package
0	87851870	0 days 00:51:09.000000000	Update planemo recipe to 0.33.2.
1	87841092	0 days 01:01:17.000000000	add gcc and llvm to fastq-multx
2	87836052	30 days 01:55:57.000000000	Feature/pauda
2	87825605	1 days 21:35:57.000000000	bedops: 2.4.20
1	87817132	0 days 06:01:24.000000000	add gcc and zlib to razers
4	87709539	0 days 08:25:15.000000000	updated galaxy-lib to version 16.10.3
2	87705430	0 days 00:42:19.000000000	modify viennarna (disable lto)
4	87698104	1 days 06:12:31.000000000	Add recipe mapdamage2
0	87683480	30 days 13:47:16.000000000	Recipe for abawaca binning tool
1	87648878	0 days 02:46:42.000000000	update CIRCexplorer2 from 2.2.5 to 2.2.6
2	87626568	0 days 15:12:11.000000000	Poretools fix
2	87610465	29 days 20:05:41.000000000	Adding recipe for HLA-MA
2	87610293	0 days 23:16:33.000000000	Updating OptiType to v1.2
2	87605666	28 days 23:08:29.000000000	add gcc to sailfish
11	87604741	1 days 15:14:06.000000000	R updates
1	87601265	0 days 00:12:01.000000000	more r packages
1	87595902	0 days 00:10:04.000000000	Add jpeg as dependeny
1	87594874	0 days 00:14:06.000000000	Add libtiff as dependency
4	87573980	0 days 00:40:08.000000000	R part8
4	87518377	0 days 03:34:03.000000000	R part7.5
0	87502562	0 days 04:47:20.000000000	Update FastTree(MP)
1	87470959	6 days 01:17:20.000000000	updated gimmemotifs to version 0.10.0b2
4	87463113	0 days 04:02:17.000000000	Add Bio::DB::HTS to VEP dependencies
24	87382137	0 days 02:22:07.000000000	R part6
1	87355863	0 days 01:29:32.000000000	move fastqc containing directory from $PREFIX to $PREFIX/opt
3	87284870	0 days 10:49:21.000000000	Add Nanonet recipe
2	87262573	0 days 02:43:21.000000000	GNU Wget 1.18
96	87226074	0 days 16:41:21.000000000	R part5
2	87225372	0 days 00:10:59.000000000	New recipe: Add rmap
1	87173991	0 days 11:02:45.000000000	rebuild package
1	87166742	0 days 03:53:16.000000000	add ipython to mageck dependencies
1	87138635	0 days 03:20:37.000000000	msstich package needs libgcc
0	87133749	0 days 02:50:47.000000000	Add pyProphet recipe.
3	87126834	0 days 03:27:16.000000000	Add MS-GF+
2	87119200	1 days 00:36:30.000000000	Add Pepnovo
3	87108857	0 days 00:42:48.000000000	Add Xtandem
3	87101680	0 days 00:39:22.000000000	Add myriad recipe
2	87101592	0 days 12:12:14.000000000	add 2 new R packages
3	87101067	0 days 01:31:39.000000000	Recipe for msstitch
0	87082900	35 days 04:13:51.000000000	Add megagta
2	87079886	0 days 20:25:03.000000000	add xsd
2	87063498	0 days 00:28:29.000000000	Revert SearchGUI until conda-build bug is fixed.
7	87011050	3 days 10:49:01.000000000	Updated recipe for poretools from 0.5.1 to 0.6.0
4	86987814	0 days 15:47:19.000000000	Add recipe for DIA-Umpire
0	86981813	1 days 11:20:59.000000000	Add ProteoWizard Conda recipe
3	86963174	0 days 15:41:23.000000000	bump samtools build after switch to conda-forge
0	86961247	0 days 15:49:56.000000000	Add pythomics recipe.
2	86955128	0 days 04:29:54.000000000	Cleanup README and remove dockerfile
2	86951079	0 days 23:57:56.000000000	hardklor
2	86949497	0 days 20:06:00.000000000	add kronik
4	86942438	0 days 16:58:31.000000000	Add Mgf formatter
1	86930730	0 days 02:41:19.000000000	Rebuild more R packages
4	86926209	0 days 05:02:21.000000000	Update PS and SG
1	86924386	0 days 01:31:15.000000000	add gcc to the recipe
18	86923170	0 days 03:01:35.000000000	new snfeff 4.2 ; rm of useless .jar ; new snpsift
0	86907904	0 days 01:14:21.000000000	Update blast to 2.5.0
2	86882646	0 days 00:44:00.000000000	Extract genome region
0	86880112	1 days 00:16:11.000000000	Add pyteomics
1	86876355	46 days 14:02:16.000000000	Feature/idba rebuild
2	86873205	0 days 01:24:46.000000000	R part5
1	86868892	0 days 00:38:34.000000000	Rebuild more r packages
3	86851443	0 days 04:09:55.000000000	R 3.3 migration, part 4
2	86808840	0 days 02:12:25.000000000	Change biocgenerics URL + r-part3
2	86807417	0 days 01:09:51.000000000	Part II
2	86798702	0 days 00:55:44.000000000	Part1.5
2	86796880	0 days 00:56:19.000000000	Add recipe for TreeBest 1.9.2_ep78
1	86796499	0 days 00:19:40.000000000	Fix bbmap tests
1	86789829	0 days 00:15:54.000000000	Fix cromwell test
1	86757565	0 days 01:01:11.000000000	MultiQC version 0.8
1	86755152	0 days 00:40:19.000000000	update cromwell v0.19.4 -> v0.21
1	86753605	0 days 00:17:04.000000000	update docs to add conda-forge
2	86731931	0 days 00:11:00.000000000	Stacks 1.42: fix for a crash in populations
1	86664234	0 days 02:54:25.000000000	update viral-ngs v1.11.0 -> v1.12.0
1	86660576	0 days 00:32:13.000000000	CRISPResso typo correction
3	86651297	6 days 16:36:16.000000000	Bump links to 1.8.4
3	86648365	0 days 00:45:16.000000000	Add dextractor recipe
2	86647864	0 days 19:43:47.000000000	Dascrubber
6	86645450	0 days 00:23:27.000000000	New: recipes for cwl2wdl, pywdl, xtermcolor
6	86624634	8 days 19:27:14.000000000	Bump IgBLAST to 1.5.0
1	86616291	0 days 00:09:33.000000000	samtools: increase build version to link agains ncurses properly by u…
1	86589729	2 days 19:34:36.000000000	R 3.3 upgrade part II
7	86588130	2 days 19:09:21.000000000	R migration part I
1	86545960	0 days 00:50:59.000000000	bump cyvcf2
1	86525389	0 days 00:16:21.000000000	Update Snakemake to 3.8.2
4	86507331	1 days 07:03:55.000000000	Ncbi genome download 0.2.0
2	86450718	0 days 09:37:23.000000000	Feature/ballgown
3	86446101	3 days 11:20:43.000000000	enable conda-forge and R3.3
1	86407756	3 days 18:17:30.000000000	update BBMap 35.85 -> 36.23
6	86329863	42 days 09:06:46.000000000	[MRG] Update OpenBabel to 2.4.1
3	86285400	0 days 14:30:36.000000000	updating stringtie to 1.3
2	86253431	0 days 12:12:47.000000000	Add rust-bio-tools.
1	86186664	0 days 14:18:59.000000000	Update TopHat-Recondition to version 1.4.
2	86183976	3 days 09:00:12.000000000	add mummer as dependency to quast
2	86176296	0 days 02:50:21.000000000	Add new vcf2maf recipe.
1	86162461	0 days 00:56:37.000000000	Stacks: better tests
1	86159578	0 days 00:44:12.000000000	Circlator 1.3.0
0	86157427	6 days 23:48:09.000000000	Added nonpareil
4	86156585	0 days 00:10:50.000000000	New stacks 1.42 version
1	86154818	0 days 00:23:15.000000000	Bump pymummer
1	86151139	0 days 00:24:49.000000000	Bump pyfastaq version
2	86142620	0 days 00:14:10.000000000	Bump pilon to 1.20
2	86127952	0 days 00:27:08.000000000	New recipe: goleft from @brentp for parallel depth
1	86069485	0 days 14:17:29.000000000	Version 1.0.0 of merfishtools.
4	86029222	43 days 15:09:12.000000000	Update: arvados-cwl-runner arvados-python-client
4	86023498	0 days 01:18:01.000000000	add CRISPResso
1	86009196	0 days 00:38:59.000000000	Add pysam dependency to htseq
6	85973031	0 days 03:40:12.000000000	Update: arvados CWL tools and bcbio
4	85933853	0 days 13:02:03.000000000	Bump pilon to 1.19 and swap to python wrapper
5	85926158	0 days 08:14:28.000000000	Update viennarna (2.2.10); enable kinwalker
2	85889334	0 days 00:28:09.000000000	diamond: Remove -march=native optimization
2	85888464	1 days 17:05:20.000000000	inforna
1	85870720	0 days 01:39:52.000000000	Fix version number of mageck-vispr.
7	85850479	0 days 18:50:11.000000000	add cromwell
3	85847382	0 days 01:09:29.000000000	add gnuplot python
2	85833430	0 days 05:10:19.000000000	Add recipe for bioconductor-bayespeak 1.24.0.
1	85806703	0 days 00:00:28.000000000	 update alignlib
1	85793772	0 days 02:48:55.000000000	Bump deepTools to 2.3.5
1	85713689	0 days 00:29:34.000000000	forget bowtie and bowtie2 in CIRCexplorer2 run section
1	85698394	0 days 01:12:48.000000000	Bump cd-hit to 4.6.6 and clean up recipe
1	85694900	0 days 12:01:17.000000000	update from 2.2.4 to 2.2.5
3	85692367	1 days 05:12:52.000000000	Rnabob
1	85678556	0 days 00:10:38.000000000	Switches md5sum to sha256. Adds missing typing dependency.
3	85649930	2 days 22:21:03.000000000	Add R package rlist
1	85628083	0 days 16:43:29.000000000	Add perl dependencies to fastx_toolkit
2	85606443	0 days 22:07:28.000000000	Update vcfanno to 0.1.0.
1	85597236	0 days 23:35:28.000000000	Upgrade schema-salad to 1.18.20160907135919.
1	85459422	0 days 00:55:02.000000000	"New recipe for Python package ""xopen"""
9	85427719	3 days 22:24:46.000000000	New recipe for BRASS and its dependencies
3	85424099	0 days 01:08:53.000000000	Update Diamond recipe and fix OSX building
1	85323636	0 days 00:24:52.000000000	Update multqic-bcbio
2	85318801	1 days 06:30:01.000000000	New formula: cwltest
1	85306930	0 days 01:16:49.000000000	Bump typing to 3.5.2.2.
1	85258305	0 days 01:04:53.000000000	remove $PREFIX from test command for older Trinity
1	85229022	0 days 00:19:08.000000000	Fix version numbering
2	85225435	0 days 00:12:33.000000000	Bwameth
1	85182154	0 days 01:18:52.000000000	Snakemake 3.8.1.
2	85172631	0 days 03:47:22.000000000	Build lastz for osx
1	85143045	0 days 03:52:51.000000000	Update cnvkit recipe
6	85140052	0 days 16:35:34.000000000	add older Trinity back again
1	85132271	0 days 07:32:01.000000000	rebuild pymo to fix: https://github.com/bioconda/bioconda-recipes/pul…
0	85127401	0 days 23:05:06.000000000	nextflow 0.19.3 -> 0.21.3
4	85114808	0 days 02:30:11.000000000	add biopython 1.68
2	85053927	0 days 00:57:24.000000000	Add pipefail patch to lumpy distribution
2	84999469	0 days 00:08:06.000000000	Pileometh
11	84953973	1 days 07:11:14.000000000	Rebuilding for osx
3	84900351	0 days 00:35:08.000000000	Add version 0.2.2 as the latest version and make 0.1.126 an old version for skewer package
3	84771443	0 days 00:19:52.000000000	New recipe: pygraphviz
3	84770465	0 days 00:46:45.000000000	New recipe: pydotplus
4	84750129	0 days 00:32:31.000000000	Update: multiqc, multiqc-bcbio, bcbiogff
2	84733408	0 days 00:25:06.000000000	Salmon 0.7.2
1	84719278	0 days 08:26:36.000000000	update viral-ngs to v1.11.0
1	84662088	0 days 00:25:57.000000000	add note to lz4-bin
2	84562487	0 days 04:42:13.000000000	add lz4
2	84552138	0 days 02:26:55.000000000	make all py & sh executable scripts in opt/$PKG_NAME-$PKG_VERSION
1	84433354	0 days 00:54:51.000000000	UPdate mageck-vispr.
7	84266026	0 days 00:17:25.000000000	Feature/r bigmemory
1	84239948	0 days 00:09:59.000000000	Add test
1	84111469	0 days 00:29:48.000000000	require libgcc
1	84082662	0 days 00:28:02.000000000	Bump sqt to 0.7.0
0	84066862	0 days 01:09:22.000000000	Add triform2
2	84024498	0 days 17:00:55.000000000	Add edlib
1	83991105	0 days 00:14:50.000000000	New version of abricate
2	83989545	0 days 02:44:56.000000000	Bump nasp version
2	83985087	0 days 00:15:08.000000000	Bump raxml and clean up recipe
0	83974004	0 days 00:14:41.000000000	Changing name to epic
2	83952977	0 days 09:30:52.000000000	Add zlib
4	83936388	1 days 13:51:07.000000000	Bamhash
1	83933123	0 days 00:50:12.000000000	Increase build number
1	83925942	0 days 00:14:17.000000000	Install package into the PREFIX/bin path
1	83925469	0 days 00:11:30.000000000	Add libgcc
1	83920553	0 days 01:16:17.000000000	Pin bioconda-utils to 0.9.0 release.
15	83917635	11 days 01:08:48.000000000	Use condaforge/linux-anvil container (CentOS 6, same as used by conda-forge)
1	83916926	0 days 00:52:06.000000000	Perl is also a runtime environment
3	83794196	0 days 01:05:08.000000000	 add PyGreSQL recipe
1	83787525	0 days 01:23:39.000000000	update from 2.2.3 to 2.2.4
3	83750068	0 days 00:42:11.000000000	New: MutationalPatterns, update: bcbio
1	83747154	0 days 01:24:48.000000000	update to svviz 1.5.1
1	83702226	0 days 13:45:02.000000000	Bump IgDiscover to 0.5
4	83621800	0 days 04:01:06.000000000	Update viennarna recipe (2.2.9)
1	83591622	0 days 00:14:09.000000000	missing very important dep
0	83589577	0 days 00:10:52.000000000	Updated bioblend to version 0.8.0 (necessary for planemo 0.29.1).
1	83589324	0 days 00:24:36.000000000	Bump nanocall to 0.6.14
1	83571759	0 days 02:39:47.000000000	bedtools: 2.26.0
2	83567962	0 days 02:17:38.000000000	commiting bats recipe
3	83497267	0 days 07:35:35.000000000	adding perl-biox-workflow-plugin-filedetails
4	83483360	0 days 00:32:44.000000000	adding hpc-runner-scheduler as a dep to hpc-runner-slurm
25	83467330	0 days 00:39:54.000000000	Feature/perl recipes
1	83460651	0 days 00:11:38.000000000	Build watchdog for osx
1	83456786	0 days 03:42:45.000000000	update gseapy to 0.6.2, fixed a fetal error
1	83455759	0 days 00:21:14.000000000	Building pathtools for osx
3	83446031	0 days 08:07:27.000000000	Add schavott recipe
3	83424951	0 days 00:12:15.000000000	commiting perl-moosex-getopt
6	83408928	0 days 01:34:29.000000000	commiting update to biox-workflow
2	83353680	14 days 22:12:08.000000000	Compile FastTree with double precision
23	83302610	0 days 15:45:18.000000000	Feature/perl recipes
1	83301865	0 days 01:08:31.000000000	require perl-threaded
1	83288915	0 days 01:11:19.000000000	update guidelines
9	83270872	0 days 02:28:33.000000000	perl-moosex-types
0	83235614	0 days 04:13:38.000000000	Updated planemo to version 0.29.1
1	83208075	0 days 07:14:00.000000000	Update geneimpacts for snpEff 4.3
3	83083783	1 days 00:59:29.000000000	Perl Moose
2	83024958	0 days 09:42:38.000000000	Update; bcbio-nextgen and bcbio-vm
2	83018980	1 days 22:56:20.000000000	Add recipe for Ococo
0	83018687	0 days 23:55:23.000000000	Add PyPI intervaltree package
9	83012353	0 days 18:46:41.000000000	Feature/perl recipes
1	82923897	2 days 21:21:55.000000000	corrected badge generator instruction
7	82911928	0 days 00:57:57.000000000	add badge generator page
1	82875053	0 days 00:09:03.000000000	ribotaper/meta.yaml: update Ribotaper to 1.3.1a
1	82864294	0 days 00:29:57.000000000	Update snakemake to 3.8.0
1	82861132	0 days 00:26:18.000000000	skip python2 build
2	82821428	0 days 00:33:20.000000000	iva - adding recipe for iva, Iterative Virus Assembler
1	82802355	0 days 08:39:03.000000000	Updated stringtie to version 1.2.4.
1	82783988	0 days 04:07:16.000000000	kmc - fixed build string to include build number
3	82709531	0 days 07:14:40.000000000	kmc - add recipe for kmc kmer counter
2	82624346	0 days 20:38:12.000000000	Add new package for GEO datasets download
2	82578979	0 days 00:57:47.000000000	smalt - adding recipe for SMALT aligner
1	82549818	0 days 00:48:16.000000000	Bump IgDiscover to version 0.4
3	82547722	26 days 00:35:41.000000000	Add recipe for VarScan version 2.3.7
1	82530539	0 days 00:21:13.000000000	Update manta to v1.0.0
1	82524335	0 days 00:43:14.000000000	new version
0	82457996	0 days 03:09:18.000000000	add recipe for rapclust
1	82449441	0 days 07:17:06.000000000	comment out gcc from the list of viral-ngs runtime dependencies
1	82419537	0 days 02:49:30.000000000	Bump deepTools to 2.3.4
3	82417556	0 days 15:34:16.000000000	Update: ipython-cluster-helper; Perl libs
0	82401163	0 days 03:03:35.000000000	add rBLAST package
1	82382800	0 days 11:29:48.000000000	Update seqcluster
2	82373734	0 days 01:09:32.000000000	chmod +x all .py and .sh files in viral-ngs directory
1	82352906	0 days 02:23:45.000000000	Bump icqsol to version 0.3.26
1	82200807	0 days 01:27:25.000000000	fix typos
1	82198291	0 days 00:00:06.000000000	update guidelines for #2194
1	82149645	0 days 00:21:15.000000000	update gseapy to 0.6.0
1	82101944	0 days 00:06:16.000000000	Update geneimpacts with fixes for snpEff 4.3
3	82074759	0 days 00:11:56.000000000	Remove r-jpeg because it is in the r channel by now.
1	82047090	1 days 01:22:19.000000000	update viral-ngs v1.9.2 -> v1.10.1
1	82045807	0 days 00:11:18.000000000	star: update to 2.5.2b
2	82039981	0 days 00:27:01.000000000	add illuminate
6	82036218	0 days 00:27:11.000000000	add openpyxl and bitstring
2	82015854	0 days 01:14:53.000000000	bump lumpy to latest git version and expose cnv-to-bedpe script.
2	81975746	2 days 02:39:18.000000000	Add recipe for icqsol version 0.3.20
1	81975124	0 days 00:07:21.000000000	Bump spades to 3.9.0
2	81955290	0 days 00:26:46.000000000	New: azure-cli for commandline access to Azure
1	81936423	0 days 00:40:27.000000000	update from 2.2.2 to 2.2.3
4	81868021	27 days 13:54:03.000000000	Update bioconductor annotate - bioconda_uilts bioc-test
6	81866851	27 days 12:31:55.000000000	bioconda utils perl test
4	81866384	0 days 00:14:39.000000000	Bcbio rnaseq update
6	81866261	27 days 15:03:29.000000000	bioconda compile test
3	81852162	27 days 15:19:15.000000000	bioconda utils python test
1	81769206	0 days 00:08:49.000000000	Fix barrnap to use perl-threaded
1	81764908	0 days 00:17:47.000000000	update gseapy to v0.5.3
3	81712464	0 days 17:58:59.000000000	Move r-tximport to bioconductor-tx import.
1	81679219	0 days 04:24:05.000000000	bump peddy
3	81637308	0 days 00:14:53.000000000	update gseapy to v0.5.2
2	81632274	0 days 03:31:34.000000000	Add recipe for pycsg
0	81626940	3 days 10:44:08.000000000	Update SPAdes to 3.9.0
1	81616148	0 days 00:08:41.000000000	Bump fast5 version
0	81602214	0 days 00:12:07.000000000	remove-constrains-python-version
0	81555168	0 days 09:45:05.000000000	Add recipe for nmrml2isa
1	81546434	0 days 01:02:11.000000000	update cosi2 to v2.02
1	81462147	0 days 06:38:34.000000000	Bump pytriangle version to 1.0.9
0	81412288	0 days 05:58:09.000000000	Update CIRCexplorer2 from 2.2.1 to 2.2.2
1	81337809	0 days 00:09:19.000000000	Update bcbio-variation-recall to 0.1.7 (chapmanb/bcbio-nextgen#1503)
1	81332445	0 days 00:26:28.000000000	Update recipe carna; use recent LocARNA and ViennaRNA
4	81321677	0 days 00:30:07.000000000	Update recipe LocARNA (1.8.11)
0	81318259	1 days 06:05:39.000000000	Add recipe for mzml2isa, including dependencies
1	81301072	0 days 00:12:33.000000000	Update TopHat-Recondition to version 1.3.
1	81287524	0 days 00:27:12.000000000	Ensure that help message is tested only.
2	81283793	2 days 00:10:08.000000000	Pin GSL dependency of gfold.
2	81239569	0 days 00:11:06.000000000	Toil: update with support for SLURM/SGE
3	81214568	32 days 22:00:28.000000000	New attempt to migrate to bioconda-utils
1	81212673	0 days 01:11:56.000000000	Fix osra package
2	81169196	0 days 14:10:38.000000000	New: pynacl dependency for Toil
4	81131936	0 days 00:29:22.000000000	Update recipe ViennaRNA (2.2.8)
0	81097063	0 days 00:28:54.000000000	Add ASCIIGenome
0	80950679	0 days 00:13:14.000000000	fixed faulty filename and md5sum
0	80943670	0 days 00:19:34.000000000	fixed metafile extension
1	80933450	0 days 00:31:01.000000000	edited whitespaces to retrigger travis build
1	80914461	0 days 00:54:46.000000000	Configure user.email for gh-pages.
1	80913458	0 days 01:06:05.000000000	Update VISPR to 0.4.13.
1	80798642	0 days 02:07:16.000000000	changes source url and build for rgi version 3.1.0
0	80765095	0 days 00:11:11.000000000	Update bioepic from 0.0.6 to 0.1.6
0	80724382	2 days 08:07:40.000000000	Update version of pyalveo
8	80592866	0 days 01:04:16.000000000	New recipes supporting Google Cloud GCE
1	80551006	0 days 00:40:20.000000000	bump cyvcf2
0	80548666	0 days 00:35:25.000000000	Update CIRCexplorer2 from 2.2.0 to 2.2.1
5	80434017	0 days 20:17:37.000000000	Feature/gatk 3.5
3	80432806	0 days 00:24:20.000000000	Feature/picard 2.0.1
2	80423967	0 days 01:02:09.000000000	variantbam: update to 1.3.0
1	80411678	0 days 01:02:23.000000000	New recipe: IgDiscover
1	80335841	0 days 00:58:45.000000000	Build on osx
1	80333038	0 days 02:29:07.000000000	Build on osx
1	80274299	0 days 03:21:04.000000000	updated flowai version
0	80229020	11 days 21:47:51.000000000	Update phyloseq to 1.16.2
